Date : 2024-03-18 12:06:55
Directory : d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-staff
Total : 203 files,  -107512 codes, -98 comments, -1450 blanks, all -109060 lines

Languages
+----------------+------------+------------+------------+------------+------------+
| language       | files      | code       | comment    | blank      | total      |
| ..\..\..\staff\components\navbar                                                                                                                |          1 |       -102 |          0 |        -11 |       -113 |
| ..\..\..\staff\hooks                                                                                                                            |          2 |       -619 |         -1 |        -52 |       -672 |
| ..\..\..\staff\pages                                                                                                                            |         23 |     -2,332 |        -13 |       -201 |     -2,546 |
| ..\..\..\staff\pages\homepage                                                                                                                   |          1 |         -9 |          0 |         -2 |        -11 |
| ..\..\..\staff\pages\issue-book                                                                                                                 |          8 |       -970 |          0 |        -80 |     -1,050 |
| ..\..\..\staff\pages\issue-book (Files)                                                                                                         |          1 |        -29 |          0 |         -3 |        -32 |
| ..\..\..\staff\pages\issue-book\issue-new-book                                                                                                  |          1 |       -261 |          0 |        -18 |       -279 |
| ..\..\..\staff\pages\issue-book\return-issued-book                                                                                              |          1 |       -199 |          0 |        -15 |       -214 |
| ..\..\..\staff\pages\issue-book\search-issued-books                                                                                             |          2 |       -206 |          0 |        -19 |       -225 |
| ..\..\..\staff\pages\issue-book\searh-returned-books                                                                                            |          2 |       -213 |          0 |        -18 |       -231 |
| ..\..\..\staff\pages\issue-book\view-book                                                                                                       |          1 |        -62 |          0 |         -7 |        -69 |
| ..\..\..\staff\pages\manage-books                                                                                                               |          5 |       -526 |        -12 |        -46 |       -584 |
| ..\..\..\staff\pages\manage-books (Files)                                                                                                       |          1 |        -24 |          0 |         -3 |        -27 |
| ..\..\..\staff\pages\manage-books\add-book                                                                                                      |          1 |       -164 |        -12 |        -11 |       -187 |
| ..\..\..\staff\pages\manage-books\book-accessions                                                                                               |          1 |       -155 |          0 |        -13 |       -168 |
| ..\..\..\staff\pages\manage-books\search-books                                                                                                  |          1 |       -105 |          0 |        -11 |       -116 |
| ..\..\..\staff\pages\manage-books\view-book                                                                                                     |          1 |        -78 |          0 |         -8 |        -86 |
| ..\..\..\staff\pages\manage-students                                                                                                            |          7 |       -725 |         -1 |        -62 |       -788 |
| ..\..\..\staff\pages\manage-students (Files)                                                                                                    |          1 |        -29 |          0 |         -3 |        -32 |
| ..\..\..\staff\pages\manage-students\add-student                                                                                                |          1 |       -186 |         -1 |        -11 |       -198 |
| ..\..\..\staff\pages\manage-students\approve-student                                                                                            |          2 |       -206 |          0 |        -18 |       -224 |
| ..\..\..\staff\pages\manage-students\library-cards                                                                                              |          1 |       -148 |          0 |        -13 |       -161 |
| ..\..\..\staff\pages\manage-students\library-cards\add-library-card                                                                             |          1 |       -148 |          0 |        -13 |       -161 |
| ..\..\..\staff\pages\manage-students\search-students                                                                                            |          1 |        -84 |          0 |         -9 |        -93 |
| ..\..\..\staff\pages\manage-students\view-student                                                                                               |          1 |        -72 |          0 |         -8 |        -80 |
| ..\..\..\staff\pages\profile                                                                                                                    |          2 |       -102 |          0 |        -11 |       -113 |
| ..\..\..\staff\pages\profile (Files)                                                                                                            |          1 |        -14 |          0 |         -3 |        -17 |
| ..\..\..\staff\pages\profile\change-password                                                                                                    |          1 |        -88 |          0 |         -8 |        -96 |
| ..\..\..\staff\routes                                                                                                                           |          5 |       -108 |          0 |        -15 |       -123 |
| ..\..\..\student                                                                                                                                |          5 |       -267 |          0 |        -25 |       -292 |
| ..\..\..\student\components                                                                                                                     |          1 |        -86 |          0 |         -8 |        -94 |
| ..\..\..\student\components\navbar                                                                                                              |          1 |        -86 |          0 |         -8 |        -94 |
| ..\..\..\student\hooks                                                                                                                          |          1 |        -24 |          0 |         -3 |        -27 |
| ..\..\..\student\pages                                                                                                                          |          2 |       -141 |          0 |        -11 |       -152 |
| ..\..\..\student\pages\homepage                                                                                                                 |          1 |         -9 |          0 |         -2 |        -11 |
| ..\..\..\student\pages\issue-history                                                                                                            |          1 |       -132 |          0 |         -9 |       -141 |
| ..\..\..\student\routes                                                                                                                         |          1 |        -16 |          0 |         -3 |        -19 |
| ..\..\components                                                                                                                                |          4 |       -245 |         -2 |        -28 |       -275 |
| ..\..\components\database-form                                                                                                                  |          2 |       -113 |          0 |        -10 |       -123 |
| ..\..\components\navbar                                                                                                                         |          2 |       -132 |         -2 |        -18 |       -152 |
| ..\..\hooks                                                                                                                                     |          2 |       -191 |         -1 |        -47 |       -239 |
| ..\..\routes                                                                                                                                    |          8 |       -175 |          0 |        -24 |       -199 |
| ..\..\settings                                                                                                                                  |          1 |         -8 |          0 |         -2 |        -10 |
| ..\..\settings\manage-programs                                                                                                                  |          1 |         -8 |          0 |         -2 |        -10 |
| ..\database                                                                                                                                     |          4 |       -330 |          0 |        -30 |       -360 |
| ..\database (Files)                                                                                                                             |          2 |       -156 |          0 |        -15 |       -171 |
| ..\database\issued-books                                                                                                                        |          1 |        -87 |          0 |         -7 |        -94 |
| ..\database\returned-books                                                                                                                      |          1 |        -87 |          0 |         -8 |        -95 |
| ..\homepage                                                                                                                                     |          1 |         -9 |          0 |         -2 |        -11 |
| ..\issue-book                                                                                                                                   |         11 |       -930 |         -1 |        -88 |     -1,019 |
| ..\issue-book (Files)                                                                                                                           |          1 |        -32 |          0 |         -3 |        -35 |
| ..\issue-book\issue-new-book                                                                                                                    |          2 |       -292 |          0 |        -26 |       -318 |
| ..\issue-book\return-issued-book                                                                                                                |          2 |       -172 |         -1 |        -15 |       -188 |
| ..\issue-book\search-issued-books                                                                                                               |          3 |       -200 |          0 |        -20 |       -220 |
| ..\issue-book\searh-returned-books                                                                                                              |          3 |       -234 |          0 |        -24 |       -258 |
| ..\manage-books                                                                                                                                 |          5 |       -536 |          0 |        -43 |       -579 |
| ..\manage-books (Files)                                                                                                                         |          1 |        -20 |          0 |         -3 |        -23 |
| ..\manage-books\add-book                                                                                                                        |          1 |       -169 |          0 |         -8 |       -177 |
| ..\manage-books\book-accessions                                                                                                                 |          1 |       -150 |          0 |        -12 |       -162 |
| ..\manage-books\search-books                                                                                                                    |          1 |       -124 |          0 |        -12 |       -136 |
| ..\manage-books\view-book                                                                                                                       |          1 |        -73 |          0 |         -8 |        -81 |
| ..\manage-fines                                                                                                                                 |          3 |       -192 |          0 |        -23 |       -215 |
| ..\manage-fines (Files)                                                                                                                         |          1 |        -10 |          0 |         -3 |        -13 |
| ..\manage-fines\search-fines                                                                                                                    |          1 |        -83 |          0 |         -7 |        -90 |
| ..\manage-fines\view-fine                                                                                                                       |          1 |        -99 |          0 |        -13 |       -112 |
| ..\manage-students                                                                                                                              |          8 |       -877 |          0 |        -76 |       -953 |
| ..\manage-students (Files)                                                                                                                      |          1 |        -31 |          0 |         -3 |        -34 |
| ..\manage-students\add-student                                                                                                                  |          2 |       -321 |          0 |        -20 |       -341 |
| ..\manage-students\approve-student                                                                                                              |          2 |       -203 |          0 |        -20 |       -223 |
| ..\manage-students\library-cards                                                                                                                |          1 |       -127 |          0 |        -10 |       -137 |
| ..\manage-students\library-cards\add-library-card                                                                                               |          1 |       -127 |          0 |        -10 |       -137 |
| ..\manage-students\search-students                                                                                                              |          1 |        -96 |          0 |        -11 |       -107 |
| ..\manage-students\view-student                                                                                                                 |          1 |        -99 |          0 |        -12 |       -111 |
| ..\profile                                                                                                                                      |          2 |       -105 |          0 |        -11 |       -116 |
| ..\profile (Files)                                                                                                                              |          1 |        -14 |          0 |         -3 |        -17 |
| ..\profile\change-password                                                                                                                      |          1 |        -91 |          0 |         -8 |        -99 |
| add-staff                                                                                                                                       |          1 |        -19 |          0 |          5 |        -14 |
| search-staff                                                                                                                                    |          1 |        -14 |          0 |          1 |        -13 |
| view-staff                                                                                                                                      |          1 |        -11 |          0 |          0 |        -11 |
+-------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| filename                                                                                                                                        | language       | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------------------------------+----------------+------------+------------+------------+------------+
| d:\Programming\Projects\library\books1-sorted.js                                                                                                | JavaScript     |    -11,421 |          0 |         -2 |    -11,423 |
| d:\Programming\Projects\library\books1.js                                                                                                       | JavaScript     |    -49,621 |          0 |         -2 |    -49,623 |
| d:\Programming\Projects\library\client\.eslintrc.js                                                                                             | JavaScript     |        -28 |          0 |         -1 |        -29 |
| d:\Programming\Projects\library\client\README.md                                                                                                | Markdown       |        -38 |          0 |        -33 |        -71 |
| d:\Programming\Projects\library\client\package-lock.json                                                                                        | JSON           |    -18,521 |          0 |         -1 |    -18,522 |
| d:\Programming\Projects\library\client\package.json                                                                                             | JSON           |        -50 |          0 |         -1 |        -51 |
| d:\Programming\Projects\library\client\public\index.html                                                                                        | HTML           |        -21 |        -23 |         -1 |        -45 |
| d:\Programming\Projects\library\client\public\manifest.json                                                                                     | JSON           |        -25 |          0 |         -1 |        -26 |
| d:\Programming\Projects\library\client\src\App.js                                                                                               | JavaScript     |        -18 |          0 |         -3 |        -21 |
| d:\Programming\Projects\library\client\src\_codux\boards\login-page.board.tsx                                                                   | TypeScript JSX |         -9 |          0 |         -2 |        -11 |
| d:\Programming\Projects\library\client\src\components\buttons\button.component.jsx                                                              | JavaScript JSX |        -13 |          0 |         -4 |        -17 |
| d:\Programming\Projects\library\client\src\components\buttons\button.styles.css                                                                 | CSS            |        -22 |          0 |         -4 |        -26 |
| d:\Programming\Projects\library\client\src\components\context\snackbar.context.jsx                                                              | JavaScript JSX |        -26 |          0 |         -5 |        -31 |
| d:\Programming\Projects\library\client\src\components\feedback\backdrop\backdrop.component.jsx                                                  | JavaScript JSX |        -14 |          0 |         -2 |        -16 |
| d:\Programming\Projects\library\client\src\components\feedback\dialog\alert-dialog.component.jsx                                                | JavaScript JSX |        -44 |          0 |         -2 |        -46 |
| d:\Programming\Projects\library\client\src\components\feedback\snackbar\snackbar-full.component.jsx                                             | JavaScript JSX |        -34 |          0 |         -6 |        -40 |
| d:\Programming\Projects\library\client\src\components\feedback\snackbar\snackbar-old.component.jsx                                              | JavaScript JSX |        -29 |          0 |         -3 |        -32 |
| d:\Programming\Projects\library\client\src\components\feedback\snackbar\snackbar.component.jsx                                                  | JavaScript JSX |        -32 |         -4 |        -10 |        -46 |
| d:\Programming\Projects\library\client\src\components\feedback\snackbar\snackbar.styles.css                                                     | CSS            |        -35 |          0 |         -7 |        -42 |
| d:\Programming\Projects\library\client\src\components\feedback\spinner\spinner.component.jsx                                                    | JavaScript JSX |         -4 |          0 |         -2 |         -6 |
| d:\Programming\Projects\library\client\src\components\feedback\spinner\spinner.styles.css                                                       | CSS            |        -13 |          0 |         -2 |        -15 |
| d:\Programming\Projects\library\client\src\components\forms\hooks\useLengthTrigger\uselengthTrigger.hook.component.jsx                          | JavaScript JSX |        -16 |          0 |         -4 |        -20 |
| d:\Programming\Projects\library\client\src\components\forms\input-field\input-field.component.jsx                                               | JavaScript JSX |        -23 |          0 |         -4 |        -27 |
| d:\Programming\Projects\library\client\src\components\forms\input-field\input-field.styles.css                                                  | CSS            |        -48 |          0 |         -6 |        -54 |
| d:\Programming\Projects\library\client\src\components\forms\input-select\input-select.component.jsx                                             | JavaScript JSX |        -19 |          0 |         -3 |        -22 |
| d:\Programming\Projects\library\client\src\components\forms\input-select\input-select.styles.css                                                | CSS            |        -34 |          0 |         -5 |        -39 |
| d:\Programming\Projects\library\client\src\components\forms\link-button\link-button.component.jsx                                               | JavaScript JSX |        -10 |          0 |         -3 |        -13 |
| d:\Programming\Projects\library\client\src\components\forms\search-query\search-query.component.jsx                                             | JavaScript JSX |        -59 |          0 |         -7 |        -66 |
| d:\Programming\Projects\library\client\src\components\forms\use-form-hook\use-form.hook.component.jsx                                           | JavaScript JSX |        -12 |          0 |         -5 |        -17 |
| d:\Programming\Projects\library\client\src\components\modals\form-dialoge.component.jsx                                                         | JavaScript JSX |        -23 |          0 |         -3 |        -26 |
| d:\Programming\Projects\library\client\src\components\modals\modal.component.jsx                                                                | JavaScript JSX |        -51 |          0 |         -5 |        -56 |
| d:\Programming\Projects\library\client\src\components\protected-route\protected-toute.component.jsx                                             | JavaScript JSX |        -29 |          0 |         -6 |        -35 |
| d:\Programming\Projects\library\client\src\components\table\custom-table-select.component.jsx                                                   | JavaScript JSX |        -68 |          0 |         -9 |        -77 |
| d:\Programming\Projects\library\client\src\components\table\custom-table.component.jsx                                                          | JavaScript JSX |        -38 |          0 |         -1 |        -39 |
| d:\Programming\Projects\library\client\src\components\table\spanning-table.component.jsx                                                        | JavaScript JSX |        -24 |          0 |         -2 |        -26 |
| d:\Programming\Projects\library\client\src\components\table\table.styles.css                                                                    | CSS            |        -36 |          0 |         -5 |        -41 |
| d:\Programming\Projects\library\client\src\dashboard\admin\components\database-form\database-form.component.admin.jsx                           | JavaScript JSX |        -26 |          0 |         -4 |        -30 |
| d:\Programming\Projects\library\client\src\dashboard\admin\components\database-form\database.component.admin.jsx                                | JavaScript JSX |        -87 |          0 |         -6 |        -93 |
| d:\Programming\Projects\library\client\src\dashboard\admin\components\navbar\navbar.component.jsx                                               | JavaScript JSX |        -53 |         -2 |         -8 |        -63 |
| d:\Programming\Projects\library\client\src\dashboard\admin\components\navbar\navbar.styles.css                                                  | CSS            |        -79 |          0 |        -10 |        -89 |
| d:\Programming\Projects\library\client\src\dashboard\admin\hooks\http-requests.hooks.admin.js                                                   | JavaScript     |       -180 |         -1 |        -42 |       -223 |
| d:\Programming\Projects\library\client\src\dashboard\admin\hooks\useSignOut.hooks.jsx                                                           | JavaScript JSX |        -11 |          0 |         -5 |        -16 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\database\database.pages.admin.jsx                                              | JavaScript JSX |       -122 |          0 |        -11 |       -133 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\database\database.routes.admin.jsx                                             | JavaScript JSX |        -34 |          0 |         -4 |        -38 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\database\issued-books\issued-books.database.admin.jsx                          | JavaScript JSX |        -87 |          0 |         -7 |        -94 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\database\returned-books\returned-books.database.admin.jsx                      | JavaScript JSX |        -87 |          0 |         -8 |        -95 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\homepage\homepage.page.admin.jsx                                               | JavaScript JSX |         -9 |          0 |         -2 |        -11 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\issue-book-route.admin.jsx                                          | JavaScript JSX |        -32 |          0 |         -3 |        -35 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\issue-new-book\issue-new-book.page.admin.jsx                        | JavaScript JSX |       -275 |          0 |        -23 |       -298 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\issue-new-book\issue-new-book.styles.css                            | CSS            |        -17 |          0 |         -3 |        -20 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\return-issued-book\return-issued-book.page.admin.jsx                | JavaScript JSX |       -160 |         -1 |        -13 |       -174 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\return-issued-book\return-issued-book.page.admin.styles.css         | CSS            |        -12 |          0 |         -2 |        -14 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\search-issued-books\search-issued-books.page.admin.jsx              | JavaScript JSX |       -125 |          0 |        -11 |       -136 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\search-issued-books\search-issued-books.styles.admin.css            | CSS            |         -5 |          0 |         -1 |         -6 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\search-issued-books\view-book.issue-book.page.admin.jsx             | JavaScript JSX |        -70 |          0 |         -8 |        -78 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\searh-returned-books\search-returned-books.page.admin.jsx           | JavaScript JSX |       -143 |          0 |        -12 |       -155 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\searh-returned-books\search-returned-books.styles.css               | CSS            |        -20 |          0 |         -4 |        -24 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\issue-book\searh-returned-books\view-book.issue-book.page.admin.jsx            | JavaScript JSX |        -71 |          0 |         -8 |        -79 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-books\add-book\add-book.page.admin.jsx                                  | JavaScript JSX |       -169 |          0 |         -8 |       -177 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-books\book-accessions\add-book-accession.page.admin.jsx                 | JavaScript JSX |       -150 |          0 |        -12 |       -162 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-books\manage-books.page.admin.jsx                                       | JavaScript JSX |        -20 |          0 |         -3 |        -23 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-books\search-books\search-books.page.admin.jsx                          | JavaScript JSX |       -124 |          0 |        -12 |       -136 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-books\view-book\view-book.page.admin.jsx                                | JavaScript JSX |        -73 |          0 |         -8 |        -81 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-fines\manage-fines.page.admin.jsx                                       | JavaScript JSX |        -10 |          0 |         -3 |        -13 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-fines\search-fines\search-fines.page.jsx                                | JavaScript JSX |        -83 |          0 |         -7 |        -90 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-fines\view-fine\view-fine.page.admin.jsx                                | JavaScript JSX |        -99 |          0 |        -13 |       -112 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-staff\add-staff\add-staff.page.admin.jsx                                | JavaScript JSX |        -19 |          0 |          5 |        -14 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-staff\search-staff\search-staff.page.admin.jsx                          | JavaScript JSX |        -14 |          0 |          1 |        -13 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-staff\view-staff\view-staff.page.admin.jsx                              | JavaScript JSX |        -11 |          0 |          0 |        -11 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-students\add-student\add-student.page.admin.jsx                         | JavaScript JSX |       -315 |          0 |        -19 |       -334 |
| d:\Programming\Projects\library\client\src\dashboard\admin\pages\manage-students\add-student\add-student.styles.css                             | CSS            |         -6 |          0 |         -1 |         -7 |
